"eeio_model","country","code_ape_a732","aggregate","fpt","unit","year","accuracy_mapping_a732"
"EEIO_CANADA","FR","10.81Z","FD",93,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","10.81Z","GVA",97,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","10.81Z","IC",63,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","10.81Z","PRD",86,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","10.82Z","FD",93,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","10.82Z","GVA",97,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","10.82Z","IC",63,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","10.82Z","PRD",86,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","10.83Z","FD",69,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","10.83Z","GVA",58,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","10.83Z","IC",84,"GCO2E_EUR",2022,3
"EEIO_CANADA","FR","10.83Z","PRD",68,"GCO2E_EUR",2022,3
